average Silhouette Value = 0.134094

nFID			silhouette_val
1327			0.115350
1328			-0.112903
1329			0.249422
1330			0.154087
1331			0.344771
1332			0.391027
1333			0.269342
1334			0.327254
1335			-0.027096
1336			0.831329
1337			0.218381
1338			0.275864
1339			-0.010875
1340			0.217488
1341			0.021275
1342			0.168554
1343			0.487713
1344			-0.101507
1345			0.248494
1346			-0.062739
1347			0.126264
1348			-0.001144
1349			0.281461
1350			0.308574
1351			-0.283492
1352			-0.152090
1353			-0.022172
1354			0.027699
1355			0.688901
1356			0.110994
1357			0.036516
1358			0.199159
1359			-0.209478
1360			-0.061139
1361			0.150205
1362			0.352677
1363			0.313405
1364			-0.154148
1365			-0.132680
1366			-0.154115
1367			0.336244
1368			0.300018
1369			0.070912
1370			0.026476
1371			-0.026815
1372			-0.045717
1373			0.340060
1374			0.265958
1375			0.089103
1376			0.130440
1377			0.157090
1378			0.159772
1379			-0.067103
1380			-0.183899
1381			0.302847
1382			0.216647
1383			-0.260500
1384			0.079725
1385			0.165331
1386			0.305580
1387			0.305760
1388			0.162835
1389			0.155859
1390			0.140923
1391			0.235370
1392			0.237787
1393			-0.373991
1394			0.266310
1395			-0.040247
1396			0.125732
1397			0.401627
1398			0.317913
1399			-0.195218
1400			-0.087246
1401			0.422173
1402			0.083178
1403			0.179938
1404			0.149747
1405			0.406970
1406			0.005957
1407			-0.028878
1408			0.062607
1409			0.387627
1410			0.347428
1411			0.245992
1412			0.340966
1413			0.041609
1414			0.344855
1415			0.559850
1416			0.039020
1417			0.383228
1418			0.275438
1419			-0.095161
1420			-0.011117
1421			0.023798
1422			0.140334
1423			0.077386
1424			0.329225
1425			-0.091674
1426			0.297681
1427			-0.011624
1428			0.225578
1429			0.098291
1430			0.456830
1431			0.001045
1432			0.438401
1433			0.264731
1434			0.182078
1435			0.129655
1436			0.341067
1437			0.206213
1438			0.308453
1439			-0.463316
1440			-0.246558
1441			0.137946
1442			-0.191156
1443			-0.067024
1444			0.394877
1445			0.353687
1446			-0.489038
1447			-0.053588
1448			0.151956
1449			-0.039350
1450			0.080796
1451			0.033252
1452			0.249397
1453			0.185931
1454			0.086678
1455			0.334545
1456			0.428236
1457			0.276193
1458			0.298793
1459			0.082384
1460			0.246611
1461			0.198201
1462			0.111913
1463			-0.072270
1464			-0.001280
1465			0.381965
1466			0.427910
1467			0.015038
1468			0.151005
1469			0.109929
1470			0.359249
1471			0.135074
1472			0.070065
1473			0.405823
1474			0.332574
1475			0.316555
1476			-0.104727
1477			0.332012
1478			0.054201
1479			0.467149
1480			0.358386
1481			-0.045566
1482			0.329125
1483			0.438834
1484			0.026422
1485			-0.066809
1486			-0.262485
1487			0.203732
1488			0.381616
1489			-0.171907
1490			0.014085
1491			0.086736
1492			0.141559
1493			-0.253026
1494			0.256974
1495			0.260251
1496			-0.451983
1497			0.412298
1498			0.131800
1499			0.108035
1500			0.077511
1501			0.138991
1502			0.109579
1503			0.149918
1504			-0.066063
1505			0.391012
1506			0.166433
1507			0.136392
1508			0.161189
1509			0.041767
1510			-0.467705
1511			0.213706
1512			0.304559
1513			0.089976
1514			-0.137378
1515			0.174059
1516			0.243968
1517			0.093621
1518			0.290463
1519			0.286820
1520			0.276451
1521			-0.037350
1522			0.176943
1523			0.145995
1524			0.246267
1525			-0.074295
1526			0.236610
1527			0.424691
1528			0.236189
1529			0.278473
1530			0.143336
1531			0.216317
1532			0.305420
1533			0.031751
1534			0.262521
1535			0.046236
1536			0.351852
1537			0.262869
1538			0.437998
1539			0.356268
1540			0.054842
1541			0.223082
1542			0.088650
1543			0.037150
1544			0.340860
1545			0.284854
1546			0.420623
1547			0.156988
1548			0.226477
1549			0.397862
1550			0.355081
1551			-0.060947
1552			0.116728
1553			0.344272
1554			0.215484
1555			-0.207331
1556			0.181721
1557			0.209038
1558			0.381762
1559			0.139711
1560			-0.037241
1561			-0.110104
1562			0.115351
1563			0.205869
1564			0.142447
1565			0.087768
1566			0.374496
1567			0.070107
1568			0.163468
1569			-0.101298
1570			-0.005790
1571			0.153001
1572			0.278361
1573			0.277519
1574			0.356555
1575			-0.044889
1576			0.206065
1577			0.225677
1578			-0.008496
1579			0.313681
1580			0.170525
1581			0.040780
1582			0.139223
1583			0.335650
1584			0.302386
1585			-0.187606
1586			0.036973
1587			-0.048962
1588			0.163551
1589			0.264561
1590			-0.098197
1591			0.221451
1592			0.139155
1593			0.450532
1594			0.221404
1595			0.126659
1596			-0.165761
1597			-0.043683
1598			-0.057116
1599			-0.185067
1600			0.038611
1601			0.077107
1602			0.355933
1603			0.294774
1604			0.153638
1605			0.196596
1606			0.372732
1607			0.110423
1608			0.039703
1609			0.336747
1610			0.239708
1611			-0.047309
1612			0.381207
1613			-0.104557
1614			-0.712538
1615			-0.084001
1616			0.120153
1617			0.106166
1618			-0.410505
1619			0.004123
1620			0.326015
1621			-0.071614
1622			0.155293
1623			0.304504
1624			0.038895
1625			-0.188156
1626			0.086102
1627			0.381071
1628			0.029459
1629			0.261523
1630			0.042722
1631			0.037121
1632			0.168059
1633			0.123638
1634			0.139175
1635			0.055169
1636			0.094176
1637			0.047262
1638			0.108839
1639			-0.044488
1640			0.105417
1641			0.288428
1642			0.165090
1643			-0.036569
1644			0.308578
1645			-0.059170
1646			0.033446
1647			0.104473
1648			0.268619
1649			0.234225
1650			0.221885
1651			0.014210
1652			0.226353
1653			-0.048852
1654			-0.009922
1655			0.062573
1656			0.305327
1657			0.427629
1658			0.174177
1659			0.110361
1660			0.167889
1661			-0.264725
1662			-0.129940
1663			0.236531
1664			0.081325
1665			0.226354
1666			0.223552
1667			0.201099
1668			-0.174361
1669			0.156887
1670			0.029972
1671			0.275976
1672			-0.032374
1673			0.152101
1674			0.082953
1675			0.094678
1676			0.261586
1677			0.264572
1678			0.098558
1679			0.082735
1680			0.240173
1681			0.240829
1682			0.202589
1683			0.210599
1684			0.069007
1685			0.058588
1686			0.204016
1687			0.397891
1688			0.234455
1689			-0.044971
1690			0.181696
1691			0.047808
1692			0.084239
1693			0.137604
1694			0.390653
1695			0.079406
1696			-0.002284
1697			0.102837
1698			0.180963
1699			-0.022753
1700			0.038721
1701			0.180449
1702			0.029296
1703			0.128669
1704			0.168931
1705			0.222012
1706			0.253595
1707			0.254409
1708			0.107160
1709			0.293528
1710			0.299909
1711			0.087943
1712			0.153164
1713			0.269102
1714			0.190844
1715			0.198649
1716			0.137184
1717			0.487512
1718			0.311101
1719			0.340730
1720			0.213077
1721			0.031763
1722			0.196621
1723			0.190758
1724			0.156197
1725			-0.083541
1726			-0.012764
1727			-0.036509
1728			0.257682
1729			0.180581
1730			0.427872
1731			0.149367
1732			-0.019563
1733			0.149968
1734			-0.031685
1735			0.241305
1736			-0.046450
1737			0.359744
1738			0.127059
1739			0.108086
1740			0.213211
1741			0.158254
1742			0.142000
1743			0.077807
1744			0.221455
1745			0.241087
1746			0.297534
1747			0.046820
1748			0.130202
1749			0.072696
1750			0.116367
1751			0.050328
1752			0.336978
1753			0.078856
1754			-0.052617
1755			0.364753
1756			-0.113848
1757			0.112998
1758			-0.126844
1759			0.044419
1760			0.250365
1761			0.145553
1762			-0.121624
1763			0.108013
1764			0.331832
1765			0.426449
1766			0.070034
1767			0.197186
1768			0.049360
1769			0.344369
1770			0.214348
1771			0.074896
1772			0.221838
1773			0.379580
1774			0.396694
1775			0.107287
1776			0.286858
1777			0.328601
1778			-0.073430
1779			0.437403
1780			0.046255
1781			0.287710
1782			0.340461
1783			0.221934
1784			-0.113199
1785			-0.057030
1786			-0.029323
1787			0.350899
1788			0.197533
1789			0.100947
1790			0.036071
1791			0.277664
1792			0.270371
1793			-0.045550
1794			-0.471154
1795			-0.081942
1796			-0.009036
1797			0.032581
1798			0.108690
1799			0.213394
1800			0.084242
1801			0.211823
1802			0.406425
1803			0.327288
1804			-0.026410
1805			0.411531
1806			0.128329
1807			0.292187
1808			0.120815
